date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:46:33	83436/83436	---M--	200	added ('OK')	image/gif	etag:%22145ec-67783d71-f60179fb64112cac;;;%22	https://appspy.pro/app/new-59-bb/assets/loading.gif	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/loading.gif	(from https://appspy.pro/app/new-59-bb/etapa-2.html)
11:46:33	524037/524037	---M-Z	200	added ('OK')	text/html	etag:%227ff05-679f8628-839e74a50a0c6611;gz%22	https://appspy.pro/app/new-59-bb/concluido.html	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/concluido.html	(from https://appspy.pro/app/new-59-bb/etapa-2.html)
11:46:33	10076/10076	---M--	200	added ('OK')	image/webp	etag:%22275c-67783d70-d1a9776ed3c98282;;;%22	https://appspy.pro/app/new-59-bb/assets/ssl-secure-3-1.webp	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/ssl-secure-3-1.webp	(from https://appspy.pro/app/new-59-bb/etapa-2.html)
11:46:34	9197/9197	---M-Z	200	added ('OK')	application/x-javascript	etag:%2223ed-67783d71-3d2482c05fd2b706;gz%22	https://appspy.pro/app/new-59-bb/assets/general.min.js	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/general.min.js	(from https://appspy.pro/app/new-59-bb/etapa-2.html)
11:46:34	44716/44716	---M-Z	200	added ('OK')	application/x-javascript	etag:%22aeac-67783d71-fdd7c0c605b00995;gz%22	https://appspy.pro/app/new-59-bb/assets/happy-addons.min.js	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/happy-addons.min.js	(from https://appspy.pro/app/new-59-bb/etapa-2.html)
11:46:34	1801/1801	---M-Z	200	added ('OK')	application/x-javascript	etag:%22709-67783d71-4b3be028eb5f7581;gz%22	https://appspy.pro/app/new-59-bb/assets/jquery-numerator.min.js	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/jquery-numerator.min.js	(from https://appspy.pro/app/new-59-bb/etapa-2.html)
11:46:34	5485/5485	---M-Z	200	added ('OK')	application/x-javascript	etag:%22156d-67783d71-43a72f6d9c16315b;gz%22	https://appspy.pro/app/new-59-bb/assets/webpack-pro.runtime.min.js	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/webpack-pro.runtime.min.js	(from https://appspy.pro/app/new-59-bb/etapa-2.html)
11:46:35	4997/4997	---M-Z	200	added ('OK')	application/x-javascript	etag:%221385-67783d70-874b35170ee948dd;gz%22	https://appspy.pro/app/new-59-bb/assets/webpack.runtime.min.js	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/webpack.runtime.min.js	(from https://appspy.pro/app/new-59-bb/etapa-2.html)
11:46:35	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-67783d71-ad0b5d7a1738987b;gz%22	https://appspy.pro/app/new-59-bb/assets/waypoints.min.js	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/waypoints.min.js	(from https://appspy.pro/app/new-59-bb/etapa-2.html)
11:46:35	21438/21438	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253be-67783d70-d3a717c81e6f21f7;gz%22	https://appspy.pro/app/new-59-bb/assets/core.min.js	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/core.min.js	(from https://appspy.pro/app/new-59-bb/etapa-2.html)
11:46:36	163873/163873	---M-Z	200	added ('OK')	text/css	etag:W/%2228021-7Ba9Gb9K6bwuIzasQJpQO7varK0%22	https://cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/css/bootstrap.min.css	C:/Meus%20Sites/Clonar%20Whats/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/css/bootstrap.min.css	(from https://appspy.pro/app/new-59-bb/etapa-2.html)
11:46:36	14324/14324	---M--	200	added ('OK')	image/jpeg	etag:%2237f4-67783d70-828a5d7fd549877f;;;%22	https://appspy.pro/app/new-59-bb/assets/user.jpg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/user.jpg	(from https://appspy.pro/app/new-59-bb/etapa-2.html)
11:46:37	236098/236098	---M-Z	200	added ('OK')	text/css	etag:%2239a42-67783d72-5e1dfafba0dca180;gz%22	https://appspy.pro/app/new-59-bb/assets/concluido/materialdesignicons.min.css	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/materialdesignicons.min.css	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:37	2619/2619	---M-Z	200	added ('OK')	text/css	etag:%22a3b-67783d72-ac04284fefb37910;gz%22	https://appspy.pro/app/new-59-bb/assets/concluido/perfect-scrollbar.css	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/perfect-scrollbar.css	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:37	4610/4610	---M-Z	200	added ('OK')	text/css	etag:%221202-67783d73-2e9eee9bd56462af;gz%22	https://appspy.pro/app/new-59-bb/assets/concluido/owl.carousel.css	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/owl.carousel.css	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:37	191397/191397	---M-Z	200	added ('OK')	text/css	etag:%222eba5-67783d72-5e0d832aea1c5b06;gz%22	https://appspy.pro/app/new-59-bb/assets/concluido/bootstrap.min.css	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/bootstrap.min.css	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:37	324609/324609	---M-Z	200	added ('OK')	text/css	etag:%224f401-67783d72-12fbb3c31daf3ece;gz%22	https://appspy.pro/app/new-59-bb/assets/concluido/cors.css	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/cors.css	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:37	87915/87915	---M-Z	200	added ('OK')	text/css	etag:%221576b-67783d72-e932f2bfb830ad17;gz%22	https://appspy.pro/app/new-59-bb/assets/concluido/apps.css	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/apps.css	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:38	26498/26498	---M--	200	added ('OK')	image/png	etag:%226782-67783d72-b065e7abeddad2ce;;;%22	https://appspy.pro/app/new-59-bb/assets/concluido/client-13.png	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/client-13.png	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:38	598/598	---M-Z	200	added ('OK')	image/svg+xml	etag:%22256-67783d72-998330fc3767285e;gz%22	https://appspy.pro/app/new-59-bb/assets/concluido/tick-read.svg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/tick-read.svg	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:38	1189/1189	---M--	200	added ('OK')	image/jpeg	etag:%224a5-67783d72-3c467c750013a4f;;;%22	https://appspy.pro/app/new-59-bb/assets/concluido/img1.jpeg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/img1.jpg	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:38	595/595	---M-Z	200	added ('OK')	image/svg+xml	etag:%22253-67783d72-50a829164cb899f2;gz%22	https://appspy.pro/app/new-59-bb/assets/concluido/tick-delivered.svg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/tick-delivered.svg	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:39	27614/27614	---M--	200	added ('OK')	image/gif	etag:%226bde-67783d72-17fb95e90e8b299;;;%22	https://appspy.pro/app/new-59-bb/assets/concluido/alerta.gif	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/alerta.gif	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:39	6951/6951	---M--	200	added ('OK')	image/png	etag:%221b27-67783d72-358d0e822d8e6f25;;;%22	https://appspy.pro/app/new-59-bb/assets/concluido/andrea.png	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/andrea.png	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:39	556/556	---M-Z	200	added ('OK')	image/svg+xml	etag:%2222c-67783d73-f9d560cb4cbe5882;gz%22	https://appspy.pro/app/new-59-bb/assets/concluido/tick-send.svg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/tick-send.svg	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:39	5217/5217	---M--	200	added ('OK')	image/png	etag:%221461-67783d72-659a7f04fbd9b198;;;%22	https://appspy.pro/app/new-59-bb/assets/concluido/client-2.png	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/client-2.png	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:40	5100/5100	---M--	200	added ('OK')	image/jpeg	etag:%2213ec-67783d72-b4beb0fdd2ce69c4;;;%22	https://appspy.pro/app/new-59-bb/assets/concluido/12.jpg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/12.jpg	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:40	5228/5228	---M--	200	added ('OK')	image/png	etag:%22146c-67783d72-1bcaa05bc4b54d56;;;%22	https://appspy.pro/app/new-59-bb/assets/concluido/jenny.png	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/jenny.png	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:40	6132/6132	---M--	200	added ('OK')	image/png	etag:%2217f4-67783d72-83dad4b328a721ce;;;%22	https://appspy.pro/app/new-59-bb/assets/concluido/collin.png	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/collin.png	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:40	13469/13469	---M--	200	added ('OK')	image/png	etag:%22349d-67783d72-ed5ae9c96bc56362;;;%22	https://appspy.pro/app/new-59-bb/assets/concluido/client-16.png	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/client-16.png	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:41	4160/4160	---M--	200	added ('OK')	image/jpeg	etag:%221040-67783d72-f94e8a6210225e19;;;%22	https://appspy.pro/app/new-59-bb/assets/concluido/01.jpg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/01.jpg	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:41	4160/4160	---M--	200	added ('OK')	image/jpeg	etag:%221040-67783d72-adc6ea95be078827;;;%22	https://appspy.pro/app/new-59-bb/assets/concluido/02.jpg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/02.jpg	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:41	4160/4160	---M--	200	added ('OK')	image/jpeg	etag:%221040-67783d72-73f96c173bea2cde;;;%22	https://appspy.pro/app/new-59-bb/assets/concluido/03.jpg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/03.jpg	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:41	4160/4160	---M--	200	added ('OK')	image/jpeg	etag:%221040-67783d72-d9e34197ffcf23b;;;%22	https://appspy.pro/app/new-59-bb/assets/concluido/04.jpg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/04.jpg	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:42	4160/4160	---M--	200	added ('OK')	image/jpeg	etag:%221040-67783d72-cdeb9e40e6f59ef4;;;%22	https://appspy.pro/app/new-59-bb/assets/concluido/05.jpg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/05.jpg	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:42	4160/4160	---M--	200	added ('OK')	image/jpeg	etag:%221040-67783d72-8cf22ec10f9b34ec;;;%22	https://appspy.pro/app/new-59-bb/assets/concluido/06.jpg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/06.jpg	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:42	6723/6723	---M--	200	added ('OK')	image/jpeg	etag:%221a43-67783d72-9a80a3c268cde283;;;%22	https://appspy.pro/app/new-59-bb/assets/concluido/friends.jpg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/friends.jpg	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:42	2041/2041	---M-Z	200	added ('OK')	image/svg+xml	etag:%227f9-67783d72-bb01493003d58046;gz%22	https://appspy.pro/app/new-59-bb/assets/concluido/pdf.svg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/pdf.svg	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:43	2229/2229	---M-Z	200	added ('OK')	image/svg+xml	etag:%228b5-67783d72-5820b3c232bd6151;gz%22	https://appspy.pro/app/new-59-bb/assets/concluido/word.svg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/word.svg	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:43	2822/2822	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b06-67783d73-c28050765a01080c;gz%22	https://appspy.pro/app/new-59-bb/assets/concluido/excel.svg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/excel.svg	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:43	1703/1703	---M-Z	200	added ('OK')	image/svg+xml	etag:%226a7-67783d72-3741579896173c1a;gz%22	https://appspy.pro/app/new-59-bb/assets/concluido/powerpoint.svg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/powerpoint.svg	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:43	11491/11491	---M--	200	added ('OK')	image/jpeg	etag:%222ce3-67783d73-3c7e4083f813f6fe;;;%22	https://appspy.pro/app/new-59-bb/assets/concluido/05_1.jpg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/05_1.jpg	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:43	12390/12390	---M--	200	added ('OK')	image/jpeg	etag:%223066-67783d72-8a942676246d9906;;;%22	https://appspy.pro/app/new-59-bb/assets/concluido/call-01.jpg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/call-01.jpg	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:44	12390/12390	---M--	200	added ('OK')	image/jpeg	etag:%223066-67783d72-23222d691a94fc92;;;%22	https://appspy.pro/app/new-59-bb/assets/concluido/call-02.jpg	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/call-02.jpg	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:44	166570/166570	---M-Z	200	added ('OK')	application/x-javascript	etag:%2228aaa-67783d72-4695fc3b802dadb3;gz%22	https://appspy.pro/app/new-59-bb/assets/concluido/jquery-3.4.1.min.js	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/jquery-3.4.1.min.js	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:44	136243/136243	---M-Z	200	added ('OK')	application/x-javascript	etag:%2221433-67783d72-54f1ad60d8cf6346;gz%22	https://appspy.pro/app/new-59-bb/assets/concluido/bootstrap.bundle.min.js	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/bootstrap.bundle.min.js	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:45	873/873	---M-Z	200	added ('OK')	application/x-javascript	etag:%22369-67783d72-62429ea0ad8255a2;gz%22	https://appspy.pro/app/new-59-bb/assets/concluido/mfb.min.js	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/mfb.min.js	(from https://appspy.pro/app/new-59-bb/concluido.html)
11:46:45	30988/30988	---M-Z	200	added ('OK')	application/x-javascript	etag:%22790c-67783d72-99b539d12bbd15dd;gz%22	https://appspy.pro/app/new-59-bb/assets/concluido/perfect-scrollbar.min.js	C:/Meus%20Sites/Clonar%20Whats/appspy.pro/app/new-59-bb/assets/concluido/perfect-scrollbar.min.js	(from https://appspy.pro/app/new-59-bb/concluido.html)
